,0,1,2,3,4,5,6
"[5, 3, 2, 1, 0]",0.1438568209438985,0.2742621539170439,0.12271626693761276,0.2755778150364827,0.21150006049418738,1.429154520185565,0.08965359873651792
"[5, 3, 2, 0, 1]",0.11443040452288895,3.725880850956496,0.1151772148460456,0.11713691415902805,0.11919183462666243,0.11716030257920063,0.11336690147698503
"[6, 3, 2, 1, 0]",0.10133002644386395,0.10106541947801866,0.10560090031805747,0.10442071020173342,0.10355185968673046,0.10859662645042206,0.08580147293747123
"[6, 3, 2, 0, 1]",0.13526297482274374,1.0973044902827092,0.13730108457516946,0.13954785930698363,0.1387666311317338,0.13972343635925016,0.13799747422229725
"[6, 3, 3, 0, 1]",0.05970709883606994,0.7531754004192525,0.05925050362233333,0.05894279803891345,0.06171876785883865,0.0609449186065653,0.0587669842279231
"[6, 3, 3, 1, 0]",0.04820067497808141,7.686263364616783,0.6241381087029189,0.049198451649283284,0.7433205169570887,0.049924870064802375,0.047128022423914534
"[7, 3, 3, 0, 1]",0.21377686895256884,1.0206874144942648,0.20984304333125223,0.21166295957379122,0.21330213904344497,0.20962874543768284,0.21761100132311365
"[7, 3, 3, 1, 0]",0.6900566640222839,0.18179724371753747,1.1774186581954684,0.54806119499374,0.19188588587675004,0.7432509148639859,0.18973745825829857
"[8, 3, 3, 0, 1]",0.053781914459024555,0.06630370732634083,0.05488406911278708,0.055255805089656135,0.07133831009021713,0.06924456314160511,0.05299475338624196
"[8, 3, 3, 1, 0]",0.03390837589054866,0.034415526021132285,0.04131503306034546,0.03540904679580166,0.0600343594363898,4.9005635991070955,0.03416019464422129
"[8, 3, 4, 0, 1]",0.2618738751743982,0.41511655407327686,0.13281590917070435,0.2648126850782423,0.09800580982332649,0.14298194922848134,0.3722746024210386
"[8, 3, 4, 1, 0]",0.06004899377000418,0.06749037085065157,0.06518380802904908,0.27460308797228733,0.3651849022914372,0.3491580035575755,3.6373745556509305
"[9, 3, 4, 1, 0]",0.08717992498175216,0.08772647098023448,0.09128824876569958,0.08757181428786191,0.1575829695169902,0.09136217275471802,0.0907883302270503
"[9, 3, 4, 0, 1]",0.14336122495634218,0.13180282952706776,0.14416721989014325,0.10624860125938879,0.1379435540563293,0.14060098168640173,0.10354033898000095
"[10, 3, 4, 1, 0]",0.0686519693481499,0.06722513506073279,0.06847430084162066,0.06973285781725724,0.06341357397608705,0.07045614821476985,0.0713987156084098
"[10, 3, 4, 0, 1]",0.08844787059692065,0.08553820039433145,3.644509289616666,0.08508918508426401,0.04702778419992681,0.08541174537194884,0.08864367644285266
"[10, 3, 4, 0, 0]",0.10974126907916816,2.9827915094668955,0.09853847670033214,0.09797718253410102,0.09500278852571381,0.0931264922638824,0.1509632303627867
"[10, 3, 5, 1, 0]",0.04152310059839555,0.04156811153570729,0.04100485096737894,0.04194611682771805,0.0425376977284327,3.3167486807289044,0.04028053839937376
"[10, 3, 5, 0, 0]",0.09339246680240906,0.12550932631941136,0.07868957978504601,0.0,0.03490741981655685,0.026975898283950157,0.0011221153322182346
"[11, 3, 5, 1, 0]",0.0923819216590381,0.03465247225000058,0.09253005306160661,0.09293670874853245,0.09244442054698135,0.09238142041812719,0.09308066880583044
"[11, 3, 5, 0, 1]",0.10567794515869192,0.09978245096890319,3.35386392932545,0.013369298393040805,0.10359420996525726,0.036388764964798134,0.10188632278977755
"[12, 3, 5, 1, 0]",0.09001234879304275,0.10339592039830722,0.16217454171532475,0.02780074205452119,0.06726705307661934,0.2822986547444178,0.02651705972326857
"[12, 3, 5, 0, 1]",0.12841556295765283,3.3472541346094653,0.12820774980524724,0.032102544057902985,0.03263594037880086,0.08573061565378101,0.41231806841452
"[12, 3, 5, 0, 0]",0.08392374232486599,0.2248402570228422,0.07648060583164351,0.09983687921077418,0.018428865667607194,0.12770541024581356,0.08725764069751045
"[13, 3, 5, 1, 0]",0.07037584902852242,0.17520277706277032,0.17561323406564028,0.18180429066472575,0.10314480321895324,0.17673377503373097,3.0740869477053447
"[13, 3, 5, 0, 1]",0.06602824364430404,0.17750527173466793,0.12376565743778757,0.06384100782000196,0.11943000497386456,0.12181530065744617,0.07281685000347764
"[14, 3, 5, 0, 1]",0.05528172546771375,0.051766612521871945,0.055000981441595743,0.05546213474538018,0.05604589014770633,0.05435143794901403,0.05567131864562842
"[14, 3, 5, 1, 0]",0.05076679354711701,0.04207299012712783,0.043471803927611415,0.043106417319914665,0.04175888885175699,0.043223481144410755,0.04145261122821427
"[15, 3, 5, 1, 0]",0.02255443689450324,0.021672693817738148,0.022017395943341622,0.02126874471013468,0.021560043901933033,0.027864185234047836,0.02131905112934253
"[15, 3, 5, 0, 1]",0.028927185508092045,0.02804314790666712,0.030100395435750948,0.028782740667753718,0.03033146574575621,2.670906893733426,0.031029184419789163
"[16, 3, 5, 1, 0]",0.2802334649650113,0.4339233062435417,0.07044000838365741,0.453960917492452,0.1115749550597355,0.10824681517570556,0.4292769345730736
"[16, 3, 5, 0, 1]",0.02136700708806128,0.6005761773343484,0.022151225036290436,0.021363749214933565,0.021813797552928366,0.022492594696321682,0.02183239409462274
"[16, 3, 6, 1, 0]",0.09112707292848152,0.1253473479149254,0.06888744382747441,0.08476867380645518,0.10204819582675341,0.12295358435863395,0.04021049916606546
"[16, 3, 6, 0, 1]",0.14073512084144615,0.14544439439361317,0.14465222635161662,0.14328609214349403,0.1375220709508913,0.14342870775466582,0.14347099214767603
"[17, 3, 6, 1, 0]",0.019594579548419595,0.017361345172153455,0.017709369902139963,0.018975088954427295,0.05187345868799188,0.067284702282418,0.018283273426724454
"[17, 3, 6, 0, 1]",0.09781418792470956,0.09485221765822449,0.09628360460167787,0.08666635102136204,1.816818568866021,0.09120659268716874,0.0924016434906409
"[18, 3, 6, 1, 0]",0.1228565780476351,0.12732710209718753,0.12851769448723532,0.12825121928426053,0.124517466535047,1.7392565281569963,0.12803363350007083
"[18, 3, 6, 0, 1]",0.12140223703183062,0.839229844051921,0.09808325745797887,0.09005712472613497,0.12189097230444994,0.08941110175314707,0.12303891008438475
"[19, 3, 6, 1, 0]",0.05340645404151845,0.07315859976321647,0.037964183153980244,0.05312420509620845,0.054362090191750784,0.07533736716179024,0.05386231209550267
"[19, 3, 6, 0, 1]",0.08046516995295652,0.07873286857589548,0.0802396485073049,0.05613053743553729,0.08052293300954852,0.06376793462401814,0.06454388590077903
"[20, 3, 6, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 0, 0, 1]",0.000418840020944366,0.015663525352979202,0.0029089019532361022,0.003424853220910291,0.00041494659726993926,0.0004077279871756068,0.0004013197690451021
"[0, 2, 0, 0, 0]",0.0034105257688593275,0.016467339364294523,0.0037406478561888986,0.001850002096788633,0.0035949264742867566,0.00390822868005464,0.003708203871800977
"[0, 2, 1, 0, 1]",0.2931922423886643,1.8704338463758738,0.2849545883414995,0.2872449211028997,0.29522129408710374,0.29767858791525315,0.274156992321744
"[0, 2, 1, 1, 0]",0.9528001799698712,0.23549365831348035,0.4434596727962509,1.90827790175184,0.24860483444811796,0.8593925614872434,17.403459636239308
"[0, 3, 1, 0, 1]",0.4108579358799245,0.39836863803988254,0.41046131048635376,0.409329335299287,0.4026397344438545,0.4125753553284871,0.39743456471862015
"[1, 3, 1, 1, 0]",0.2796453062572283,0.4724288124051654,1.7769856498703782,0.27924327746312083,0.16647060753076118,0.754046968386448,0.6100608337288893
"[1, 3, 1, 0, 1]",0.18491008209590604,0.9387871579284738,0.18681618878669862,0.18359624067800198,0.2629792657615285,0.19137087823969745,0.2613825682557287
"[2, 3, 1, 0, 0]",0.4530980937660871,0.630535534135276,0.36517725673848833,0.42489501446534617,0.3368712889235544,12.381989471145303,0.29475889609709255
"[2, 3, 2, 1, 0]",0.29028669743919283,0.2928325188875145,0.27748666368871844,0.2873423968484088,0.2849593037513051,0.2891613165074116,0.29262258020232634
"[2, 3, 2, 0, 1]",0.11103395518675162,0.4101236979405303,0.11140923706168875,0.3383028064151214,0.32601126267904074,0.11012763880952285,0.3426117662845004
"[3, 2, 2, 0, 1]",0.07159680144893504,0.19909035854145657,0.07156681905165345,0.09375742811698244,0.07055277111922328,0.07188991185561763,0.07076894625830449
"[3, 2, 2, 1, 0]",0.162829145557545,0.23053713626982672,0.08567761499113355,0.1685541137845228,0.1373152358253765,0.20807030777132557,0.13665879928497127
"[3, 3, 2, 0, 0]",0.4213258285753381,0.15050104635034833,0.46846980703228625,0.1836078968144401,0.26367498503447967,0.4267237758909136,0.440513222909574
"[3, 3, 3, 1, 0]",0.22907101878950215,0.3875242103380717,7.21373111852912,0.3772350882110327,0.37379746889931803,0.2185844364927458,0.1557755492539573
"[3, 2, 3, 0, 1]",0.23806190606417052,1.0680493759246892,0.16928744546512686,0.01088366868574343,0.0,0.13191090804895483,0.0
"[3, 3, 3, 0, 1]",0.18593253527803674,0.28065656409065226,0.15429230428750806,0.14233358393769244,0.1499765447162948,0.16493538984149667,0.15541728525007784
"[3, 4, 3, 1, 0]",0.07430391411754661,0.07607275383582818,0.07612983855507409,0.07423396190445125,0.07683069357760772,6.6277161834874985,0.07826393559061194
"[3, 4, 3, 0, 1]",0.10740984506693581,0.18851376738397807,0.1068828896861926,0.10404637026305624,0.10312520877891083,0.06111647177863948,0.1098646419249502
"[4, 4, 3, 1, 0]",0.09158629458399616,0.09225011694549479,5.9505209060107065,0.08866753038782203,0.09038159859693985,0.0929440900696827,0.08595901514356692
"[4, 4, 3, 0, 1]",0.09681390091163745,0.09390651377419985,0.09660478107578961,0.09811425647326584,0.0946304317648518,0.05985371357620337,0.09938892404207479
"[5, 4, 3, 0, 1]",0.044521917379993475,6.28907453133574,0.1827683248796042,0.04444016316358918,0.04258557327648542,0.7727356277148624,0.8897006788787023
"[5, 4, 3, 1, 0]",0.604871426532298,0.03969917716418705,0.3726786495810883,0.03693259506538591,0.3714847758263451,0.8283938192548272,0.4379042960507499
"[6, 4, 3, 1, 0]",0.09981784732502978,0.09430901043676357,0.09793574210388158,0.09721275853752175,0.6471856885767906,0.09755819007013936,0.09546371799579154
"[6, 4, 3, 0, 1]",0.11120536096127676,0.10518355288144786,0.10799744007148712,0.10782414972365682,0.1062223095785335,0.1110239359007479,0.11192002796298271
"[6, 4, 4, 0, 1]",0.08028542686785269,0.07432765108578211,0.08270015908578586,0.08088523524783736,0.08144618692392862,0.08342963268908776,0.08282736627481406
"[6, 4, 4, 1, 0]",0.06154262351379062,0.06257100717320999,0.06166968118839016,0.0634986498447258,0.0639679736208099,0.06236794796411187,9.016296430624287
"[6, 3, 4, 1, 0]",0.08476150073523075,0.08214849928510656,0.08353927473011405,0.08347878868400105,0.8309381218112877,0.08395419121396691,0.08328535115441447
"[7, 4, 4, 1, 0]",0.21818123751365273,0.04731751029964734,0.14314342736137223,0.0804116557586097,0.21294019855888305,5.251838062384429,0.04756499613333838
"[7, 4, 4, 0, 1]",0.06492667985306025,0.39048792856617576,0.29485694386560296,0.06620576505415747,0.28566902634498686,0.2845835752126309,0.06473967898799855
"[8, 4, 4, 0, 1]",0.19337422865163487,0.18530259952121958,0.19526461222244504,0.19813497202053013,0.19885412564707797,0.1933489771827003,0.20077450857078072
"[8, 4, 4, 1, 0]",0.1547882567407873,0.1536793625669513,5.313218827604888,0.15006323757804244,0.1284680890181189,0.15775569754986396,0.15208515080740648
"[9, 4, 4, 0, 1]",0.09950405773148516,0.09769190280577558,0.1022421529012717,0.09924462163689497,0.1024658403791213,0.10229838906462632,0.10077603935738355
"[9, 4, 5, 0, 1]",0.03735438441992777,0.035690443366056666,0.01779511705560697,0.03822331961248677,0.020467976620733914,0.02932659734642557,0.03820453363913086
"[9, 4, 5, 1, 0]",0.028214611990931296,0.02793490814460904,0.027968747408172175,0.028511781494597415,0.028026167434667848,0.5011695227954436,0.029248071221123124
"[10, 4, 5, 1, 0]",0.16693655578256023,0.08366106547523192,0.1809411998988411,0.24415784829990123,0.0463128878657204,0.2517812307570053,0.133970414383899
"[10, 4, 5, 0, 1]",0.2815608180648386,0.2784999610048013,0.25060076208470966,0.24546570604863954,0.265185947487846,0.8273485804301359,0.2688983654003789
"[11, 4, 5, 1, 0]",0.11225986537639328,0.10944272127033328,0.1098616213500256,0.11134058804561581,0.10901972456601579,0.13736308570642683,0.11150907121028483
"[11, 4, 5, 0, 1]",0.17654435772477936,0.1731571646143184,3.78518846181054,0.1729220994761423,0.17994069726240972,0.17615487882692937,0.17912308520922968
"[11, 4, 6, 1, 0]",0.023751303934562044,0.20182539606836075,0.2019167299234745,0.2012263241413229,0.05037765144596395,2.931356345012867,0.07797243361712376
"[11, 4, 6, 0, 1]",0.02504863729630093,0.08148145167022201,0.02497118836989525,0.02524592411298493,0.025964679933791406,0.02464847006743118,0.026204482713861894
"[12, 4, 6, 1, 0]",0.021186082410637862,0.021182790667949255,0.020651561613021636,0.020352391399913072,0.02049314466634943,0.02117795197935428,0.021053117082329258
"[12, 4, 6, 0, 1]",0.0262423269021421,0.026453505385833853,0.02541269593891433,0.02587518318486245,0.025382957693544785,2.209076152739769,0.02561764310987326
"[13, 4, 6, 1, 0]",0.059307074264128935,0.06090770271640401,0.06043332429692155,0.05786667496333215,0.057968203032215684,0.3886907246802539,0.06018959693947758
"[13, 4, 6, 0, 1]",2.8625016110125223,0.06922846860621389,0.06741533848572859,0.07416611071039493,0.07389762251830449,0.054100503099692214,0.07270533907564243
"[14, 4, 6, 0, 1]",0.07186171203120494,0.08631663810856567,0.06926676497274185,0.07102658894738718,0.09217297391676506,0.08134938033832556,0.07090770316470922
"[14, 4, 6, 1, 0]",0.07566193111076111,0.04797370320852367,0.048328513341216184,0.051903648384159215,0.048385342059649755,2.536301806748636,0.04829515844687018
"[14, 4, 6, 0, 0]",0.0,0.13084243291225023,0.0,0.038211634616633884,0.06180399058446926,0.026066829666999344,0.022001727118717253
"[15, 4, 6, 1, 0]",0.08938626951865165,0.0995627792699435,0.10749545324928966,0.09604326867041978,0.10832892881552687,0.11039921084622872,0.1069702495985802
"[15, 4, 6, 0, 1]",0.12479894134520142,0.12833455594772764,0.13056880720538838,0.12886000342263726,2.4819147072123133,0.1280602611420288,0.09078396329914448
"[16, 4, 6, 0, 1]",0.13784298556233354,0.27892201397171584,0.13929876387107404,0.11900092099159842,0.09644551425470613,0.09505643754785717,0.09416504796761013
"[16, 4, 6, 1, 0]",0.06942682443867391,0.044449079123814295,0.06595131274000574,0.06597696554626875,0.05337886483433257,2.4373431932632625,0.06675547534053129
"[17, 4, 6, 1, 0]",0.025958895498457632,0.026276134343510532,0.02632065090924667,0.02690695795914944,0.026149817628888173,2.4208302945426268,0.02659746534722906
"[17, 4, 6, 0, 1]",0.019859334718968946,0.03203757364212888,0.01769361408163012,0.03427082734101472,0.029857567361035696,0.03361250323019322,0.022222764683671164
"[17, 4, 6, 0, 0]",0.05819254967102584,0.36770526946389487,0.060991451243719214,0.028808001311685327,0.05981445674293102,0.057369368139323605,0.05462728852623506
"[18, 4, 6, 0, 1]",0.026122455352620276,0.24648339963621696,0.036151737651320986,0.0689950448453417,0.06880384633739431,0.05390267321402026,0.0689068662776704
"[18, 4, 6, 0, 0]",0.10008281313128643,0.1788184208437903,0.056470669967503176,0.06315218993995969,0.07489634543395805,0.0875151882046759,0.07524641961596105
"[18, 4, 6, 1, 0]",0.1793495688972337,0.1761418248833808,0.17206055555025104,0.06148242082803112,0.06034713853126421,0.17870230073154564,2.3893369660204176
"[19, 4, 6, 1, 0]",0.020203594561034356,0.02038437514402434,1.4999395979389725,0.02133627568039565,0.020531947687358817,0.020763776442107924,0.011261409565525701
"[19, 4, 6, 0, 1]",0.02255800849522674,0.021066103377606966,0.02243819176967764,0.012295092122198491,0.023763151236064494,0.022765450950615787,0.022995587047202743
"[20, 4, 6, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 0, 0, 0]",0.0007133658252947398,0.009332722237324948,0.0011305126752580903,0.000714808336420827,0.0005730325972245398,0.0005144866809543289,0.0007546732939241599
"[0, 2, 1, 0, 0]",0.23966106159832845,0.5335110431989554,0.10137128349861389,0.1258545418784912,0.16666871532450456,0.2331822015236983,0.2441144673347972
"[1, 3, 2, 1, 0]",0.06583241293635879,0.0669134845510104,0.067204652411017,0.06590156549777332,0.06440563885386859,0.06678952624968522,0.06608949182549727
"[1, 4, 2, 1, 0]",0.26590005691340096,0.2643036119529951,0.46280120038675454,0.2590488189308481,0.2549725900544508,0.4612486305043089,0.2539655363525548
"[1, 4, 2, 0, 1]",0.31750895535311485,0.6014794403157973,0.6045396018520797,0.5883509045624882,8.619312375014998,0.6104081421710494,0.609581815249721
"[2, 4, 2, 0, 1]",9.249778440315003,0.424819373100938,0.5437485062110553,0.5194025473886871,0.516296426378177,0.5463225009824278,0.5386614203439447
"[2, 4, 2, 1, 0]",0.17100782236054768,0.1772571911710435,0.1804865529415695,0.1749911898448252,0.18233894493098549,1.8274331889458384,0.1106897928006076
"[3, 4, 1, 1, 0]",0.19679269029673194,0.19649719187658005,0.19179510057347673,0.19276027567746085,0.19117804403900684,0.1925473166682511,0.19504133509019922
"[3, 4, 1, 0, 1]",0.2288696167101114,0.21694977565769794,0.23157425896887568,0.22420448014156838,0.22628289748938862,9.214869095125222,0.17921650663173738
"[4, 4, 1, 0, 1]",6.417080458721774,0.18358180086468995,0.21175140281156643,0.21371951671902933,0.20367961192704312,0.21182822445657465,0.2044080603799375
"[4, 4, 1, 1, 0]",0.15645042331875664,0.14916486130865408,0.15070258847496837,0.15644584152797103,0.15326918655427924,0.16009789536838756,0.15431207210707254
"[4, 4, 2, 1, 0]",0.047025329554833434,1.0002593742002535,0.04809282753376564,0.04698683138901055,0.048695679381351754,0.048501919954141846,0.04858896187235715
"[4, 4, 2, 0, 1]",0.0509571735515597,0.05160984668951877,0.05386133034336686,0.05135094467840701,0.038993169065112875,0.04189913022524774,0.03941153983902021
"[4, 4, 2, 0, 0]",0.0,0.6238829630369859,0.08474876725307318,0.1416124869767915,0.17964109956289326,0.20327592522384935,0.041837275501145355
"[5, 4, 2, 1, 0]",0.05515678157046651,0.15398922846192128,0.05477541209293609,0.08160565782908288,0.055319899484660394,0.19640674839758146,0.05414735171127858
"[5, 4, 2, 0, 1]",6.385665553926,0.2261804727602681,0.06581941586345004,0.22109698327557978,0.16269317999499794,0.06442088129446809,0.12874827145247725
"[6, 4, 2, 1, 0]",0.13600714809546993,0.13555040803010787,4.577054391530843,0.1378760792170067,0.14092008636196285,0.13933589131199758,0.13810779175262552
"[6, 4, 2, 0, 1]",0.1699586227476935,0.1590138625348949,0.09445009693916817,0.09057912223975148,0.15434322368301728,0.17121555429614047,0.16223674790854264
"[7, 4, 3, 1, 0]",0.2046081139510529,5.148266817874478,0.21030739752986605,0.20445137678417227,0.2106527268014932,0.2076625254714841,0.21229159768323813
"[7, 4, 3, 0, 1]",0.1726144059640614,0.3013396430944734,0.20640389375254814,0.13224786986191114,0.3335978006885175,0.23987628018517718,0.32846469306887566
"[8, 4, 3, 1, 0]",0.2466641436246339,0.339965722867844,4.433217475471293,0.1874063118411325,0.3348958109547504,0.33993642421156545,0.3418002467522022
"[8, 4, 3, 0, 1]",0.15099159052313166,0.4528564868528097,0.15543678283850726,0.2886469849867266,0.15287678532641957,0.2892599314061426,0.15137010322156927
"[9, 4, 3, 0, 1]",0.08228054686977206,0.08750507204723929,0.07872577001738858,0.06747173768025436,0.08187313749176013,0.0889003149552115,0.07606727395482818
"[9, 4, 3, 1, 0]",0.7523831944148305,0.07897244098265958,0.06999502838449556,0.07878288744195269,0.06830280768987503,0.08316930260755308,0.06644479643966221
"[9, 4, 4, 1, 0]",0.09165618371215643,0.09481228413314167,0.5516493563697169,1.2775753332309265,0.4966067111476738,0.1974959289807509,0.09381326058687067
"[10, 4, 4, 0, 1]",0.11247953686530096,0.12005221912315178,0.05853401470849535,3.053169665569871,0.06261110526730633,0.12633710649150237,0.12484580059980968
"[10, 4, 4, 1, 0]",0.07160863548178834,0.07157426793864963,0.07187713542969411,0.07181694517494008,0.0710130494163535,0.07749702796413291,0.0729607879966734
"[10, 4, 4, 0, 0]",0.017617254043702936,0.2148817316249982,0.042749832753640686,0.018741759620960568,0.08452192594615765,0.10018569904890452,0.08722952054887759
"[11, 4, 4, 0, 1]",0.034614792028739065,1.03659257886354,0.035588161311902004,0.03391855915523906,0.033471501027190036,0.03439279972996567,0.03430603418850224
"[11, 4, 4, 1, 0]",0.14505088347729062,0.2127177641372274,0.20945225051979202,0.21014989239072498,0.21152236599832,0.10736989993634499,2.213215951822907
"[12, 4, 4, 0, 1]",0.16086418466957753,0.09722627450244642,0.08835527991224619,0.10233013092651091,0.0986429243446055,0.10267632416646079,0.09801857670731122
"[12, 4, 4, 1, 0]",0.06927717664585244,0.06694774389343207,0.07097586130629716,0.06828830754959853,0.07142720746185643,2.768405594049374,0.06865590049339736
"[12, 4, 5, 0, 1]",0.05601099986098647,0.24795127033742098,0.0538545825718866,0.055153504809061366,0.05375808256768194,0.05616271055429445,0.053643642678005365
"[12, 4, 5, 1, 0]",0.06937480621101563,0.04876703365144097,0.10233359120387905,0.07874223231472574,0.05006201706952356,4.004426330745453,0.04967180897720472
"[13, 4, 5, 1, 0]",0.05600159773002957,0.056996545315473726,0.05678498108202157,0.4742424002007632,0.0550230828676374,0.05565074194817059,0.05084740449409035
"[13, 4, 5, 0, 1]",0.07571113166483635,0.07418650394067022,0.06907985469393291,0.07022871326439721,0.12144717894144227,0.07309504193400453,0.07383616014730997
"[14, 4, 5, 1, 0]",0.35807743091683064,0.13129718940066878,0.14290021919298893,0.21766314066316622,0.34763750702163154,0.7046534750174892,0.13963856723850512
"[19, 4, 6, 0, 0]",0.0,0.09340189279830712,0.03934895828251064,0.032981862566282126,0.05714212408101738,0.0,0.022813931702357966
"[0, 1, 1, 1, 0]",0.07070268754915572,0.07404513392870382,0.07307010749412922,16.446327945791346,0.06994272172597385,0.07205391013963111,0.07074082724132767
"[0, 1, 1, 0, 1]",0.08841174373425534,0.08911138120247054,0.09353102472398991,0.09146768077128424,0.09114209591261863,0.0938299444638583,0.09507699814827665
"[1, 2, 0, 0, 1]",0.11900185656149743,0.12979075283225536,0.12402698407085008,0.12153619165218572,0.12320877772469428,0.12024896048645574,0.12452367461136774
"[1, 2, 0, 1, 0]",0.0846944905903951,0.09887637161867727,0.16402581659028867,1.834178777505472,0.15166535812417384,0.11369817900669484,0.1767915388965467
"[3, 2, 1, 1, 0]",0.05290270376354724,1.4699114954531391,0.8964552441455786,1.1991876413289155,3.337727185416872,0.05877670398011416,0.052214021388270415
"[4, 3, 1, 0, 1]",0.06525573992834584,0.06145723552443721,0.06611374460126616,0.05372941240551625,0.06224385632394145,0.06570779062693452,0.06340721732998644
"[4, 3, 1, 1, 0]",0.050442224887314764,0.050620067203296114,0.0501988999542928,4.915323367844827,0.051646167995445844,0.050922427681233465,0.049680804419832365
"[4, 3, 1, 0, 0]",0.2173692300791124,0.27013944869975337,0.22092232835690756,0.2242412868921572,0.15058064679490407,0.6404386325513636,0.15711113234143448
"[4, 4, 1, 0, 0]",0.10986308598466421,0.21949305068215952,0.05112245284594594,0.0,0.1355816154986171,0.7154540198761747,0.08732719002607531
"[7, 3, 2, 0, 1]",0.07058529943234662,0.07329862912125991,0.029881373226608412,0.06524880224129187,0.07041680019116418,0.566456593080631,2.3938511117973365
"[7, 3, 2, 1, 0]",0.027113253316926135,0.021382153501923983,0.061294423508053114,0.028364038904686587,0.02021859848035115,0.879562704533412,0.019573339707132043
"[7, 4, 2, 1, 0]",0.17196496665170552,0.17462919747840092,0.3653856797426054,0.19227352060471903,0.25640721247969733,0.7014607204867638,0.28411904656318504
"[7, 4, 2, 0, 1]",0.14597433483520383,0.902492559548295,0.14562617343414153,0.36400604378975776,0.29511323106785503,0.2564370972914705,0.3934140520405939
"[8, 3, 2, 1, 0]",0.1824580391096102,0.03837484413534007,0.18346341207530575,0.16893321086800872,0.1855617023456012,2.1834563179535706,0.04752027366245855
"[8, 3, 2, 0, 1]",0.2124304397477937,0.22917404062626598,0.11780003674410602,0.22119159513754738,0.24026710172184174,0.24463304573966463,0.2462288292515669
"[9, 3, 2, 1, 0]",0.09521617230863003,0.07990287666188924,0.08351634126450615,0.11531812377976217,0.12109508909530105,0.11489942067172726,0.11731463484372484
