,0,1,2,3,4,5,6
"[1, 5, 0, 0, 1]",6733.916913288653,13912.314928150034,98.46536783797183,0.0,0.0,13744.514435151832,3587.6786145888655
"[1, 5, 0, 1, 0]",10286.846181866184,17243.5597725782,14983.27662538744,0.0,13539.96419636054,13300.038353847423,14698.347363344357
"[2, 5, 0, 1, 0]",19290.302179305483,19991.712917350058,19715.907657930227,15741.909983276635,0.0,19154.27519110642,17954.740377533806
"[2, 5, 0, 0, 1]",0.0,19395.05627513211,0.0,0.0,0.0,13415.661149144507,14270.794118015669
"[3, 5, 0, 1, 0]",14244.723983808663,15707.4676052295,29028.40765309447,0.0,0.0,26613.790572200327,29472.48958682142
"[3, 5, 0, 0, 1]",1599.2202869650196,28771.057105525753,1538.3544831939644,0.0,0.0,28797.77036472186,0.0
"[3, 6, 0, 0, 1]",29526.1760468487,28337.130438871864,1459.955753560109,0.0,0.0,30696.05453813444,0.0
"[3, 6, 0, 1, 0]",28415.978661780067,1806.6448572501972,0.0,4196.255053666893,0.0,29845.438791262128,2801.301641252047
"[4, 6, 0, 1, 0]",0.0,17427.940610407015,10394.873074541396,0.0,5459.012136616821,18458.712850651093,17329.57265824425
"[4, 6, 0, 0, 1]",8.465890734386667,18024.44772597706,0.0,0.0,0.0,18836.816794612787,0.0
"[4, 6, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,19756.701970898066,0.0
"[4, 7, 0, 1, 0]",0.0,2023.3900320421656,3.645230862507557,0.0,0.0,7154.519520959506,1718.9348437887522
"[4, 7, 0, 0, 1]",2.391834459823383,4464.391871590298,1417.7929053889047,0.0,0.0,10150.722411187253,9.293645587284782
"[5, 7, 0, 0, 1]",895.6863182244332,15337.272028302159,1003.4107598960475,0.0,0.0,0.0,0.0
"[5, 7, 0, 1, 0]",890.6661201341875,0.0,12987.613434417963,0.0,0.0,9423.835309105136,0.0
"[5, 7, 1, 1, 0]",78221.05650455569,73812.67298932542,86422.20444230958,85915.08067999243,46964.05070903325,86842.9290064086,82369.26249486528
"[5, 8, 1, 1, 0]",78012.3886393489,81404.55845609869,81906.77593380603,5917.647048422048,49385.23679149373,77659.49751273748,79832.4499954045
"[6, 8, 1, 1, 0]",64509.74910969174,79150.12310015509,48326.70519726316,7617.2052457408345,0.0,77815.3321051877,90313.4703015762
"[6, 8, 1, 0, 1]",4109.527429985876,81485.8808027893,78132.23506072751,0.0,0.0,2074.103319355051,0.0
"[6, 8, 1, 0, 0]",0.0,10158.899902341413,0.0,0.0,0.0,94482.47422812937,0.0
"[7, 8, 1, 0, 1]",31.509313044794148,147255.19210918207,10.14267967237611,0.0,0.0,37928.10736157102,3.6725276726749936
"[7, 8, 1, 1, 0]",146306.6822011791,171668.76158557404,75180.16192947829,0.0,0.0,129549.55084148786,19599.679980418477
"[7, 8, 1, 0, 0]",0.0,182077.28411633824,0.0,0.0,0.0,0.0,0.0
"[8, 8, 1, 1, 0]",72478.54119974787,462.21233340690594,141.71691071675792,0.0,0.0,40033.314611558606,0.0
"[8, 8, 1, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 8, 1, 0, 1]",0.0,41921.705998157435,0.0,0.0,0.0,0.0,79.1891825599644
"[8, 8, 2, 1, 0]",284114.81438699085,280711.64308877086,317375.43902327423,198400.743952913,0.0,313698.25507364166,0.0
"[8, 8, 2, 0, 1]",339036.72629564616,291801.2723340153,41.656188882220064,0.0,0.0,312185.1056947774,150916.95913581387
"[8, 8, 2, 0, 0]",0.0,302480.66575449234,0.0,0.0,0.0,0.0,0.0
"[8, 9, 2, 1, 0]",369069.45124346757,290963.8375164172,116.35130796133585,0.0,0.0,338334.0674242276,359397.61573080777
"[8, 9, 2, 0, 1]",264625.73127234704,361650.72770425596,398.7480516204833,0.0,0.0,167210.95370890497,0.0
"[9, 9, 2, 0, 1]",0.0,458318.1237553988,30.950865293021806,0.0,0.0,260.3402752307803,0.0
"[9, 9, 2, 1, 0]",302987.8549703561,399516.9603143155,255928.08039463082,0.0,0.0,417319.80393241683,425218.4827117625
"[10, 9, 2, 1, 0]",366668.615806296,401587.2382635543,669958.1515623786,40.962513121267484,0.0,462219.78720025293,557513.7723175414
"[10, 9, 2, 0, 1]",31.130615610920024,557238.0206028263,0.0,0.0,0.0,301977.41901230975,0.0
"[10, 10, 2, 1, 0]",562352.2094782897,507778.8309480748,34.56738337032644,0.0,0.0,588811.2805309354,549335.3394770457
"[10, 10, 2, 0, 1]",408419.89938866236,743091.7620232943,2410.499892530313,0.0,0.0,16.00613539706246,0.0
"[10, 10, 3, 0, 1]",618584.7466076718,601108.1164240395,607937.0508305043,631571.0985936045,426553.8341262762,640928.198799887,62261.27934892502
"[10, 10, 3, 1, 0]",137167.27594736853,646234.1201032903,918.877350006705,147243.5928638336,0.0,629813.2222429806,332135.05977407075
"[11, 10, 3, 0, 1]",77568.52395515572,454748.5084497423,228261.69074501458,585961.2021828117,0.0,467239.9978167831,36450.75191758613
"[11, 10, 3, 1, 0]",334217.5511004412,463532.9517577879,487412.7058365307,0.0,498448.5085638577,566658.8762752546,0.0
"[12, 10, 3, 1, 0]",321004.1905095359,333859.0358097063,165266.12535590777,137946.56049789672,431696.28502215416,379570.56694382214,394466.456000982
"[12, 10, 3, 0, 1]",263.9160756112683,389034.73805692315,346685.7538770075,125651.21381262838,0.0,405007.839893317,0.0
"[12, 11, 3, 1, 0]",213049.73800751154,561978.3972566641,370051.17379558436,274712.5096881118,433107.0023984808,439753.6315494442,4215.276970771811
"[12, 11, 3, 0, 1]",339300.9679117849,444874.5650491269,343447.5040269282,0.0,0.0,404179.2910907548,0.0
"[12, 11, 4, 1, 0]",2493.617455689981,1937.2710486979527,40866.65897081322,0.0,1538.5764111392589,56578.93086469336,6.521019829212795
"[12, 11, 4, 0, 1]",33927.53680542966,55846.145642404845,53922.465637104295,0.0,1958.4589306970227,30107.366823853277,0.0
"[13, 11, 4, 1, 0]",0.0,4772.220627784006,-11.663571320331329,0.0,7276.8147222915595,16606.76921080959,8.210148257166605
"[13, 11, 4, 0, 1]",0.0,18044.03464953106,1813.2532536555857,0.0,0.0,12206.024530211344,0.0
"[13, 12, 4, 1, 0]",26482.018201730458,1689.3593072237802,4895.1934292355945,654.6104079235794,1194.6455255384572,5225.597792795872,1563.9509156847162
"[13, 12, 4, 0, 0]",0.0,7329.11271069259,0.0,0.0,0.0,1704.6563600511142,0.0
"[13, 12, 4, 0, 1]",822.0031037313909,21707.25232915275,628.910690474883,0.0,0.0,0.0,0.0
"[13, 13, 4, 1, 0]",1747.131087582123,1999.1024765841269,2587.2722964336544,0.0,1826.404632709062,8489.495896676299,1801.5532625640396
"[14, 13, 4, 1, 0]",1687.6377301532289,1156.9984297104668,1001.5540064635502,0.0,900.2644549915093,1418.6416193981395,1329.981377770906
"[14, 13, 4, 0, 1]",1189.885855509223,1595.0544454479955,865.724566231374,0.0,1060.0402370675092,954.8516004803328,1859.356670970537
"[13, 13, 4, 0, 1]",45.2252779106853,6676.909231432857,11086.220721816462,71.51284087521293,1681.4420678908787,2968.0527316169555,0.0
"[13, 10, 4, 1, 0]",44.5766601859342,17950.125768133745,48.12721323371136,0.0,2.5841552120289317,32190.813305836964,226.62700957775087
"[13, 10, 4, 0, 1]",71.10916871118273,41820.090396949236,0.0,0.0,33.6074287288021,2.110140180225126,272.554837222658
"[14, 10, 4, 1, 0]",1872.3566411214183,1341.450152655842,-14.923621758724842,0.0,0.0,1174.6266593810174,94.80533902587386
"[13, 10, 3, 1, 0]",145244.10035662097,11305.668885149571,19.042640456640157,915.532680534554,0.0,141172.60335827438,24.66610882928874
"[13, 9, 3, 1, 0]",807.2417462792312,222.1223794584193,482.09771056970425,112.99195320428487,0.0,949.7301580269763,77688.82251347722
"[13, 9, 3, 0, 1]",714.9092982279284,864.0090578104504,1019.9921973830355,9.719749799100837,0.0,2.3138713632880457,0.0
"[13, 10, 3, 0, 1]",0.0,222632.26026251772,655.6840818010857,0.0,1190.7455815928538,934.3301694088873,274.14058483023075
"[14, 10, 3, 1, 0]",1445.6035770205065,138975.8640633265,605.0462278847101,4.59451652740547,0.0,30986.366724995914,0.0
"[14, 10, 3, 0, 1]",0.0,42860.746186089054,0.0,0.0,0.0,1134.7760400243276,0.0
"[14, 9, 3, 1, 0]",0.0,-0.07779040427034567,163.80886539259282,0.0,0.0,435.7313177399134,1.422188067975407
"[14, 8, 3, 1, 0]",0.0,0.0,85.7830987778146,0.0,0.0,1.8727627148935495,3.0103273426174693
"[14, 8, 3, 0, 1]",2.0563068427171896,2.265915275962105,2.0808474798995142,0.0,0.0,0.0,0.0
"[15, 8, 3, 0, 1]",0.0,1.7393016372555548,0.0,1.667984805776003,0.0,0.0,0.0
"[15, 8, 3, 1, 0]",1.9325790491180905,0.0,0.0,0.0,0.0,1.5607926200573035,1.732441668311407
"[14, 8, 2, 1, 0]",1.5292514606894678,0.0,0.0,0.0,0.0,1.640506272410039,1.8465573245650257
"[14, 8, 2, 0, 1]",0.0,1.7387259548190412,0.0,0.0,0.0,1.5744829220593441,0.0
"[13, 8, 2, 0, 1]",0.0,19.4946695725822,0.0,0.0,0.0,0.3002347623553763,0.0
"[13, 8, 2, 1, 0]",3.418739370316915,0.0,4.032851754875615,0.0,0.0,17.366214352057174,0.0
"[15, 8, 2, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.3215354228576182,0.0
"[15, 9, 2, 1, 0]",0.0,33.658654426695165,2.1173670641764186,0.0,0.0,26.781481190654908,0.0
"[15, 9, 2, 0, 1]",0.0,30.27654041959035,0.0,0.0,0.0,4.574671917372729,0.0
"[15, 9, 2, 0, 0]",0.0,0.0,1.4059213076253396,0.0,0.0,0.0,0.0
"[15, 10, 2, 0, 0]",1.546852175887821,0.0,0.0,0.0,0.0,5.9383406800643135,0.0
"[16, 10, 2, 0, 0]",0.0,0.0,0.0,0.0,0.0,1.0733232249525129,0.0
"[16, 10, 2, 1, 0]",1.6058812409040497,1.309409788111497,1.9565090576752797,0.0,0.0,1.0823120248436038,1.3247166309850915
"[16, 10, 2, 0, 1]",0.0,1.7567616975398497,0.0,0.0,0.0,0.0,0.0
"[16, 10, 3, 0, 1]",223.84171244584175,476.4693575778163,72.68017067425407,0.0,0.0,486.21021893761423,34.16414894859804
"[16, 10, 3, 1, 0]",409.46389617301946,222.00139662900955,486.9848713351697,222.017074005709,222.00923515390596,446.465030504047,354.27783884194844
"[17, 10, 3, 1, 0]",69.90333464102876,0.0,121.08293283849947,0.0,0.0,118.24379991522494,0.0
"[17, 10, 3, 0, 1]",0.0,50.4433785506592,95.44003824588023,0.0,0.0,0.2028769999324845,0.0
"[18, 10, 3, 1, 0]",0.6625414921770054,3.200688816669641,0.0,0.0,0.0,3.736046479915424,0.0
"[18, 10, 3, 0, 1]",0.0,4.1508496229095115,0.0,0.0,0.0,0.0,0.0
"[19, 10, 3, 1, 0]",0.0,0.6459350757308533,0.0,0.0,1.5438917802558032,0.837796252778802,0.533938034852266
"[19, 10, 3, 0, 1]",0.0,1.1913708646301302,0.0,0.0,0.0,0.8648333513174696,0.0
"[20, 10, 3, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 5, 1, 0, 0]",0.0,24647.46061839854,0.0,0.0,0.0,11999.930108165458,0.0
"[0, 6, 1, 1, 0]",18210.57222913967,19973.089644261447,17246.657339858262,17711.12596437328,24199.930114803028,23976.64693929777,19161.308385509954
"[1, 6, 0, 1, 0]",13844.188086263033,13659.492045408922,15074.901255673172,1432.6015963988516,0.0,13325.286546862253,5.7838651717194605
"[1, 6, 0, 0, 1]",917.3911299517495,14722.616970139617,0.0,1568.4678361260374,0.0,98.06909834204166,0.0
"[1, 6, 1, 1, 0]",9573.02696956482,9403.167897803216,11119.111841137565,10307.65639698152,6118.982575980281,9506.35884259401,9539.174097097613
"[1, 6, 1, 0, 1]",0.0,9765.978754863929,1213.5817517138144,1242.2569663985405,0.0,13703.759084036308,0.0
"[1, 7, 1, 0, 1]",6194.413180780086,8420.006703385634,8.588546697428349,703.1955065893887,0.0,9521.655903495464,5389.736885147661
"[1, 7, 1, 1, 0]",8515.41086852405,8027.651422093982,8274.144255649066,3437.6695001484845,2975.348691542821,8475.038845673262,9858.952776877175
"[2, 7, 1, 0, 1]",13427.400882405518,15816.248823325179,15555.104454474544,1075.9695234693424,2366.6965997811217,11413.048088089645,4583.957110849148
"[2, 7, 1, 1, 0]",14057.915792339152,14957.761285967112,13742.704684436196,14399.462250486315,3693.417259738864,16646.35271214324,14248.860311804074
"[2, 8, 1, 1, 0]",8593.524284361303,8887.374414243655,8979.235321173803,2995.1037184442634,938.2416449561301,8958.733444216521,7187.836580473142
"[3, 8, 1, 1, 0]",17333.101325641885,22630.446121446377,15362.141820209654,22801.11463751861,23020.611029498068,21342.67817799703,25120.729322491636
"[3, 8, 1, 0, 1]",0.0,23113.45234571101,3690.0060617211884,0.0,0.0,21728.788415372605,0.0
"[3, 9, 1, 1, 0]",12667.193725525834,11924.618886922788,13981.868798062556,4204.745787973134,1320.5989586958267,12101.473671837242,6407.119903991152
"[3, 9, 1, 0, 1]",10.46486306167929,12908.686050401964,0.0,6758.94079526923,0.0,5612.028007891486,0.0
"[4, 9, 1, 0, 1]",0.0,23316.146344906483,0.0,0.0,0.0,3605.519891168333,0.0
"[4, 9, 1, 1, 0]",17105.324758902254,18428.78808157878,25433.911023350964,2118.1555947427078,10660.641728867678,23775.701149896588,11319.358978670569
"[5, 9, 1, 1, 0]",59231.3539082669,58633.699837908556,35058.286172087915,0.0,4002.054803680027,58557.892213609884,18093.200204028937
"[5, 9, 1, 0, 1]",0.0,57239.40481277016,2944.029091694157,0.0,0.0,96.77721798770108,67.71779218282805
"[5, 10, 1, 0, 1]",0.0,37777.80606796128,5450.8127236696355,0.0,0.0,43617.92110436718,1827.520129409442
"[5, 10, 1, 1, 0]",24260.96329674763,0.32151917488515547,13638.714733415796,0.0,0.0,37834.384583750776,23942.789677860692
"[5, 10, 2, 1, 0]",105963.77827123595,115176.95252410474,119183.78244520222,37448.47529713809,110903.49822416253,109408.65649219224,84677.92269944408
"[5, 10, 2, 0, 1]",45.4240455965315,116687.1839746884,0.0,0.0,0.0,0.0,0.0
"[6, 10, 2, 0, 1]",0.0,154747.68161327444,0.0,0.0,0.0,4.690512527732936,33.21357172109929
"[6, 10, 2, 1, 0]",92368.56655970955,161369.45300444608,149102.85176203624,96733.66073205993,56806.269024182555,151466.7921984446,155514.03084040902
"[7, 10, 2, 0, 1]",354.60814033591544,316748.16636257095,182.20195172694343,0.0,0.0,258.5661127121979,0.0
"[7, 10, 2, 1, 0]",238268.9275433889,322302.1429372687,321748.4618853895,331446.83746769564,359.96949777228497,308716.4444837724,311723.86833505135
"[7, 11, 2, 0, 1]",0.0,355661.1417631954,212821.42147787867,0.0,36653.38954573916,91986.36055571922,0.0
"[7, 11, 2, 1, 0]",323835.1677334783,314713.0660633285,294965.6306058384,368052.96745778434,180129.84799351124,329019.75059398846,379736.4490071799
"[8, 11, 2, 1, 0]",218822.02932287788,123122.14337294352,304473.99392494146,0.0,211554.42528506037,308259.25663937355,1.411804744167118
"[8, 11, 2, 0, 1]",316659.7847539884,306810.9537703857,361829.45730210876,587.7013370944671,0.0,40.28277182034669,107968.77066202479
"[8, 11, 2, 0, 0]",0.0,0.0,0.0,0.0,0.0,289316.67365290504,0.0
"[9, 11, 2, 1, 0]",25.992768779931616,237838.15066697358,127.7130162580402,0.0,0.0,421586.90786605276,30.306899304698216
"[9, 11, 2, 0, 1]",116340.15696693405,390636.7409427728,442061.02404978126,17.5637238732057,0.0,297976.5711847469,0.0
"[9, 12, 2, 0, 1]",28884.07470587306,409648.13264189084,551706.7789346917,0.0,0.0,0.0,0.0
"[9, 12, 2, 1, 0]",0.0,269184.7922123072,32.449328498399574,0.0,0.0,450260.9674570913,139517.86540687009
"[9, 12, 2, 0, 0]",0.0,253025.77417868897,3.5284811897699653,0.0,0.0,0.0,0.0
"[10, 12, 2, 0, 0]",0.0,0.0,393619.771051234,0.0,0.0,0.0,0.0
"[10, 12, 2, 0, 1]",0.0,579179.3689309998,0.0,0.0,0.0,243916.13943856326,0.0
"[10, 12, 2, 1, 0]",22136.933513216525,322135.5886447471,278661.77777432615,432602.0733023532,524850.0026730468,540211.342926841,494930.3851866322
"[10, 13, 2, 1, 0]",118493.28095523697,286419.0508727937,127263.93327553823,0.0,0.0,277524.30373697064,0.0
"[10, 13, 2, 0, 1]",0.0,283428.8628160779,3.910454022508168,0.0,0.8750715421982058,0.0,0.0
"[11, 13, 2, 0, 1]",0.0,795750.4598585628,200304.7011914949,0.0,0.0,0.0,0.0
"[11, 12, 2, 0, 1]",513821.6007540616,435454.0107619978,383107.5188104081,598758.4678206693,383743.3749390803,439215.3088687167,535841.5088616291
"[11, 13, 2, 1, 0]",362849.9075679533,110072.67659744922,0.29344738393924175,0.0,0.0,326492.40425200923,0.0
"[11, 13, 3, 1, 0]",1187151.737843526,1139292.502937007,1021727.3842387083,1142661.2120000673,240141.93120944494,1173551.5474006415,1261670.975211693
"[11, 13, 3, 0, 1]",1246923.2837342548,1178093.0341608007,1225428.2947360445,338440.7624596462,0.0,1283945.805077927,0.0
"[12, 13, 3, 1, 0]",562320.4037861859,447030.51281813404,337581.70817678,0.0,148546.61949803354,459645.63624369603,404922.76448452944
"[12, 13, 3, 0, 1]",0.0,506666.5749676684,0.0,0.0,822.0666475275794,34.741427068160085,416949.3660760568
"[12, 12, 3, 1, 0]",459836.5873967598,448117.2587944639,592897.7416786917,-251.53277054205614,595925.6551890841,504850.69330160454,287.2286367796829
"[12, 14, 3, 0, 1]",0.0,342926.0900708892,352862.94985390676,0.0,93966.75067786592,309280.3627401349,265322.3401759622
"[13, 13, 3, 1, 0]",155383.68154707272,137528.73265336818,224671.89445002147,0.0,77033.78420164806,172476.75672898692,111191.25667480509
"[13, 13, 3, 0, 1]",101662.14778237152,201626.38194163135,0.0,0.0,0.0,461994.1948354523,0.0
"[14, 13, 3, 1, 0]",378.92985371763064,74766.64190583806,38353.29841484555,0.0,-1.1330797090628209,32721.268522178194,105.06027430420818
"[14, 13, 3, 0, 1]",0.0,56055.182246352975,244.28306151379616,0.0,810.6543302057808,852.3320843963465,0.0
"[14, 14, 3, 0, 1]",548.6410449644687,41534.77483374729,0.0,669.8453339080598,0.0,1133.0978772110814,20986.697485407953
"[14, 14, 3, 1, 0]",612.599978986819,16784.334681442604,41392.79080780347,0.0,603.3655654064271,41122.462109210894,690.7590462033002
"[14, 14, 4, 0, 1]",224.42710710912579,1782.3178239441193,1784.2394701362136,0.0,1782.2251331496634,1762.2751263486205,0.0
"[14, 14, 4, 1, 0]",816.0873447036947,1771.4336573018252,1507.8477014981293,1776.267299203479,1771.7643478874156,1662.2970878094138,1584.1171477840953
"[14, 15, 4, 1, 0]",1384.7826761636543,640.1779747876942,1364.7755289703773,1130.2350644837225,1134.541334178366,1339.6737911504022,1338.186362508238
"[14, 15, 4, 0, 1]",22.555453949328946,1477.9372343564987,39.31891084381505,0.0,0.0,1013.6139887693483,0.0
"[15, 15, 4, 1, 0]",1152.6326045642725,509.50025872189065,635.767669215603,1093.6250002414063,821.8837487892906,989.4803602946577,10.11223301972055
"[15, 15, 4, 0, 1]",0.0,1056.2700892244843,988.1511783318499,0.0,1072.0095923194149,1043.286360041508,0.0
"[15, 16, 4, 1, 0]",41.73838613925486,39.668339258071896,111.14042010845094,0.0,0.756204446429619,671.928539678607,0.0
"[15, 16, 5, 1, 0]",8.63256969363475,6.623400281446092,1.8913904404444588,0.0,13.969544504773662,11.235535350198496,0.6625977926256342
"[15, 16, 5, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[16, 16, 5, 1, 0]",13.83538310261688,10.741027860740411,0.0,0.0,0.0,12.981727574465213,0.0
"[16, 16, 5, 0, 1]",0.0,14.424024038655961,10.31963604402998,0.0,0.0,8.663395800682776,0.0
"[16, 16, 5, 0, 0]",0.0,18.20501930414514,0.0,0.0,0.0,9.103675277352536,0.0
"[17, 16, 5, 0, 1]",0.0,7.334443243871117,2.5639609134374837,0.0,6.945896279805856,8.538157974162427,0.0
"[17, 16, 5, 1, 0]",7.082690744299303,6.943367110295304,-13.41485309332981,0.0,6.605829549241998,7.776606464797891,0.0
"[18, 16, 5, 0, 1]",1.8017365146412576,4.905225197643954,1.8258510205953216,1.1381979582037522,1.870903147290481,2.0608177955484672,0.0
"[18, 16, 5, 1, 0]",0.0,9.545494766486549,0.29793979634994444,0.0,1.3040247572267578,2.890872600877727,0.5735272765946404
"[18, 16, 5, 0, 0]",0.0,0.0,0.0,0.0,0.0,3.2362918556123628,0.0
"[19, 16, 5, 1, 0]",0.0,0.46350442161301464,0.0,0.0,0.26164509392603974,1.3427169592565256,0.20125941634240083
"[19, 16, 5, 0, 1]",0.0,1.1885593706901352,0.7172966010059831,1.0381042469005863,0.0,0.02619972979416693,0.0
"[20, 16, 5, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 0, 0, 1]",55548.15937250078,56229.98689188321,56741.18552814155,54809.51069133407,22230.401527875143,56106.26879470613,56610.82855922643
"[0, 1, 0, 0, 0]",131674.30579568824,72845.30939440499,133119.5100976912,0.0,10075.348516802384,78426.239470232,130272.74385677533
"[0, 3, 1, 1, 0]",24167.788716197487,24538.397498102684,22045.518490696373,18927.352234591664,24837.278371937315,22193.46998354801,21197.971893292626
"[0, 3, 1, 0, 1]",22039.43706492944,22488.041782567405,22426.650189085358,5629.563875051277,24541.7225135605,19201.589957083077,20804.7168718721
"[1, 3, 0, 1, 0]",14417.381507067299,14287.490962516618,14498.761194713643,10900.220171537747,0.0,14537.695269736361,14732.731673008884
"[1, 3, 0, 0, 1]",15632.549531067574,15021.015166831663,15903.553672582402,0.0,0.0,15595.300011171712,11519.828379075796
"[1, 5, 1, 1, 0]",10825.421512249457,11142.252406761143,11425.478191042706,11562.576650544415,7972.118059502443,11131.39851883153,10309.898181118238
"[1, 5, 1, 0, 1]",11690.691596594861,10744.400056715109,4542.8948516956225,1480.5521501414094,3778.705332239876,12159.26944063055,1316.010046537989
"[2, 5, 1, 1, 0]",18777.254398264853,19455.178561782366,19415.3796772012,6795.418418729873,2161.799979938979,19261.116910068296,19422.03697152473
"[2, 4, 1, 1, 0]",17281.117217256415,17806.85075154571,17515.057792809195,13386.030558061973,2951.3643837630593,17599.63144693888,14705.67337540018
"[2, 5, 1, 0, 1]",19794.783925181117,18126.658183868636,19620.470744051057,21035.299023677475,19646.825234754724,19983.79764770328,20442.12461946605
"[3, 5, 1, 1, 0]",29339.19748633921,28823.51657222253,29611.670684720055,14951.466524106545,0.0,26718.199632282536,29361.43241003319
"[3, 5, 1, 0, 1]",26529.88057504927,28399.376810182515,15906.584670119066,0.0,0.0,12860.667893808313,3392.7813370701715
"[3, 6, 1, 1, 0]",34822.386793442296,36386.462081643724,35240.870649846234,2885.1541585311006,0.0,36093.24836773295,29001.11575790018
"[3, 6, 1, 0, 1]",38179.490866442866,33665.74452828468,38749.95660215145,38096.9205735159,36521.05855977777,36491.22582325078,37211.64561029629
"[3, 6, 2, 1, 0]",24782.560238099482,22219.65993826091,22836.98572941374,26070.408372064423,28643.692607151715,22742.022230657094,20594.56645995941
"[4, 6, 2, 1, 0]",52313.239382268366,55885.881937413746,53794.21682771295,50263.313456413176,56860.61687061466,56792.22862578281,50013.87673623605
"[4, 6, 2, 0, 1]",59557.306547900494,52277.68769421473,56711.66014909967,53906.5286748541,61161.28563743127,55593.68607355509,57035.24075478147
"[5, 6, 2, 1, 0]",83270.53545322722,82987.41630983226,82410.25069962439,84313.08111007308,58486.457955050355,73305.5674678559,82951.99504954137
"[5, 6, 2, 0, 1]",61193.84923196198,78297.4932897081,42867.63729518234,6301.481116496446,0.0,79063.87174851436,0.0
"[5, 7, 2, 0, 1]",14.695370705044258,75167.14555256357,61845.77090961911,573.531865428904,0.0,83099.92878638417,0.0
"[5, 7, 2, 1, 0]",77898.96914480717,77444.05329676431,77296.1341130952,67081.30052329344,6831.1157601237155,70340.01453209578,88441.7669394983
"[5, 7, 2, 0, 0]",0.0,81642.38853946702,0.0,0.0,0.0,59565.085707335165,0.0
"[6, 7, 2, 0, 1]",149620.2907666741,135778.56945941516,155910.5495609202,44614.907067299006,19273.7119072128,154201.57451473043,158860.84536515982
"[6, 7, 2, 1, 0]",139790.23252471117,149549.17347575078,143748.84489151725,104514.44005842318,275.08583979256423,144951.58366728178,112698.36533366147
"[6, 7, 3, 1, 0]",176178.54411312795,182123.34891310494,188117.26596155576,186908.9203086348,6.712012621981596,178762.98172685303,187433.5977502239
"[6, 7, 3, 0, 1]",18307.377758717743,183221.86086877846,35.03540447627273,0.0,0.0,195401.87812807993,0.0
"[6, 8, 3, 1, 0]",196022.80085264044,217845.91125280812,194046.99059974635,38027.75645674202,136541.15292454933,197905.09874773966,201876.46764401
"[6, 8, 3, 0, 1]",0.0,203223.0558736903,19795.61319242369,0.0,0.0,188114.6163324627,0.0
"[6, 8, 3, 0, 0]",0.0,219963.8303253048,0.0,0.0,0.0,179188.4512587775,0.0
"[7, 7, 3, 1, 0]",319896.2944810975,304645.6681518221,312212.9567829707,0.0,326215.89261478966,312221.963155688,0.0
