winner,seconds,minerals_current,vespene_current,minerals_collection_rate,vespene_collection_rate,workers_active_count,minerals_used_in_progress_army,minerals_used_in_progress_economy,minerals_used_in_progress_technology,vespene_used_in_progress_army,vespene_used_in_progress_economy,vespene_used_in_progress_technology,minerals_used_current_army,minerals_used_current_economy,minerals_used_current_technology,vespene_used_current_army,vespene_used_current_economy,vespene_used_current_technology,minerals_lost_army,minerals_lost_economy,minerals_lost_technology,vespene_lost_army,vespene_lost_economy,vespene_lost_technology,minerals_killed_army,minerals_killed_economy,minerals_killed_technology,vespene_killed_army,vespene_killed_economy,vespene_killed_technology,food_used,food_made,minerals_used_active_forces,vespene_used_active_forces,ff_minerals_lost_army,ff_minerals_lost_economy,ff_minerals_lost_technology,ff_vespene_lost_army,ff_vespene_lost_economy,ff_vespene_lost_technology
1,1460,115,622,1315,649,29,300,0,0,225,0,0,6450,5550,2000,2450,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,671744,839680,6450,2450,0,0,0,0,0,0
0,1460,736,2190,1371,851,51,300,0,0,150,0,0,4500,5550,3600,1500,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,577536,577536,4500,1500,0,0,0,0,0,0
1,1470,225,702,923,649,29,300,0,0,225,0,0,6450,5550,2000,2450,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,671744,839680,6450,2450,0,0,0,0,0,0
0,1470,781,2090,1287,873,51,300,0,0,150,0,0,4500,5550,3600,1500,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,577536,577536,4500,1500,0,0,0,0,0,0
1,1480,145,578,951,627,29,500,0,0,425,0,0,6600,5550,2000,2575,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,700416,839680,6600,2575,0,0,0,0,0,0
0,1480,546,2186,1371,851,51,0,0,0,0,0,0,4800,5550,3600,1650,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,577536,577536,4800,1650,0,0,0,0,0,0
1,1490,0,458,979,671,29,500,0,0,425,0,0,6750,5550,2000,2675,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,712704,839680,6750,2675,0,0,0,0,0,0
0,1490,271,1857,1287,828,51,0,400,0,0,0,0,4800,5550,3600,1650,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,577536,577536,4800,1650,0,0,0,0,0,0
1,1500,20,538,923,671,29,500,100,0,425,0,0,6750,5550,2000,2675,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,720896,839680,6750,2675,0,0,0,0,0,0
0,1500,146,1803,1427,783,51,0,400,0,0,0,0,4800,5550,3600,1650,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,577536,577536,4800,1650,0,0,0,0,0,0
1,1510,80,610,923,649,29,500,150,0,425,0,0,6750,5550,2000,2675,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,724992,839680,6750,2675,0,0,0,0,0,0
0,1510,231,1907,1539,828,51,500,500,0,350,0,0,4800,5550,3600,1650,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,618496,643072,4800,1650,0,0,0,0,0,0
1,1520,140,590,1231,649,32,350,0,0,300,0,0,6900,5700,2000,2800,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,724992,839680,6900,2800,0,0,0,0,0,0
0,1520,411,2011,1483,851,53,500,400,0,350,0,0,4800,5650,3600,1650,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,618496,643072,4800,1650,0,0,0,0,0,0
1,1530,95,616,1315,649,32,400,0,0,250,0,0,7100,5700,2000,3000,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,745472,839680,7100,3000,0,0,0,0,0,0
0,1530,281,2111,1819,851,53,700,400,0,350,0,0,4900,5650,3600,1650,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,643072,643072,4900,1650,0,0,0,0,0,0
1,1540,110,671,1371,649,32,450,0,0,250,0,0,7100,5700,2000,3000,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,749568,839680,7100,3000,0,0,0,0,0,0
0,1540,266,2211,1595,873,53,700,400,200,350,0,0,4900,5650,3600,1650,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,643072,643072,4900,1650,0,0,0,0,0,0
1,1550,255,747,1287,649,32,450,0,0,250,0,0,7250,5700,2000,3100,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,761856,839680,7250,3100,0,0,0,0,0,0
0,1550,461,2299,1511,806,53,100,400,200,200,0,0,5500,5650,3600,1800,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,643072,643072,5500,1800,0,0,0,0,0,0
1,1560,410,827,1231,671,32,400,0,0,250,0,0,7400,5700,2000,3125,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,770048,839680,7400,3125,0,0,0,0,0,0
0,1560,661,2399,1623,806,53,100,400,100,200,0,0,5500,5650,3700,1800,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,643072,643072,5500,1800,0,0,0,0,0,0
1,1570,570,903,1343,649,32,400,0,0,250,0,0,7400,5700,2000,3125,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,770048,839680,7400,3125,0,0,0,0,0,0
0,1570,846,2503,1483,828,53,0,400,0,0,0,0,5600,5650,3800,2000,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,643072,643072,5600,2000,0,0,0,0,0,0
1,1580,750,979,1455,649,32,250,0,0,125,0,0,7550,5700,2000,3250,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,770048,839680,7550,3250,0,0,0,0,0,0
0,1580,1066,2607,1679,851,53,0,400,0,0,0,0,5600,5650,3800,2000,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,643072,643072,5600,2000,0,0,0,0,0,0
1,1590,945,1059,1567,671,32,150,0,0,100,0,0,7650,5700,2000,3275,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,770048,839680,7650,3275,0,0,0,0,0,0
0,1590,1256,2707,1651,828,53,50,0,0,0,0,0,5600,6050,3800,2000,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,647168,704512,5600,2000,0,0,0,0,0,0
1,1600,1100,1135,1427,649,32,150,0,0,100,0,0,7650,5700,2000,3275,0,825,1950,950,0,1950,0,0,2250,1550,100,50,0,0,770048,839680,7650,3275,0,0,0,0,0,0
0,1600,1466,2801,1735,839,53,50,0,0,0,0,0,5600,6050,3800,2000,0,700,2250,1550,100,50,0,0,1950,950,0,1950,0,0,647168,704512,5600,2000,0,0,0,0,0,0
1,1610,1235,1211,1119,627,32,0,0,0,0,0,0,7050,5700,2000,3125,0,825,2700,950,0,2200,0,0,4950,1550,100,375,0,0,708608,839680,7050,3125,0,0,0,0,0,0
0,1610,1681,2881,1735,727,53,0,0,0,0,0,0,2950,6050,3800,1675,0,700,4950,1550,100,375,0,0,2700,950,0,2200,0,0,425984,704512,2950,1675,0,0,0,0,0,0
0,1619,1871,2957,1735,694,53,0,0,0,0,0,0,2050,6050,3800,1175,0,700,5850,1550,100,875,0,0,3200,950,0,2300,0,0,352256,704512,2050,1175,0,0,0,0,0,0
0,1619,1871,2957,1735,694,53,0,0,0,0,0,0,2050,6050,3800,1175,0,700,5850,1550,100,875,0,0,3200,950,0,2300,0,0,352256,704512,2050,1175,0,0,0,0,0,0
1,1619,1370,1283,1147,649,32,0,0,0,0,0,0,6550,5700,2000,3025,0,825,3200,950,0,2300,0,0,5850,1550,100,875,0,0,667648,839680,6550,3025,0,0,0,0,0,0
